Temps;EA0;Temps;EA1;Temps;I
5.6E-5;-1.08545306324959;5.6E-5;-4.59734159708023;5.6E-5;-0.0813660894831022
5.7E-5;-1.09537041187286;5.7E-5;-4.64201935380697;5.7E-5;-0.0664517891903718
5.8E-5;-1.11024643480778;5.8E-5;-4.69166130572557;5.8E-5;-0.073080367098252
5.9E-5;-1.11520510911942;5.9E-5;-4.73633906245232;5.9E-5;-0.073080367098252
6E-5;-1.12016378343105;6E-5;-4.7760526239872;6E-5;-0.076394656052192
6.1E-5;-1.12512245774269;6.1E-5;-4.82073038071394;6.1E-5;-0.0830232339600722
6.2E-5;-1.12512245774269;6.2E-5;-4.86044394224882;6.2E-5;-0.0830232339600722
6.3E-5;-1.12512245774269;6.3E-5;-4.9001575037837;6.3E-5;-0.101251823206743
6.4E-5;-1.13503980636597;6.4E-5;-4.94483526051044;6.4E-5;-0.112851834545533
6.5E-5;-1.13503980636597;6.5E-5;-4.97958462685347;6.5E-5;-0.117823267976443
6.6E-5;-1.13503980636597;6.6E-5;-5.01929818838835;6.6E-5;-0.131080423792203
6.7E-5;-1.12512245774269;6.7E-5;-5.04908335953951;6.7E-5;-0.132737568269173
6.8E-5;-1.12512245774269;6.8E-5;-5.08879692107439;6.8E-5;-0.137709001700083
6.9E-5;-1.13008113205433;6.9E-5;-5.12354628741741;6.9E-5;-0.132737568269173
7E-5;-1.12512245774269;7E-5;-5.15829565376043;7E-5;-0.132737568269173
7.1E-5;-1.1399984806776;7.1E-5;-5.20297341048717;7.1E-5;-0.139366146177053
7.2E-5;-1.13503980636597;7.2E-5;-5.2377227768302;7.2E-5;-0.134394712746143
7.3E-5;-1.13008113205433;7.3E-5;-5.27743633836508;7.3E-5;-0.144337579607964
7.4E-5;-1.13008113205433;7.4E-5;-5.30722150951624;7.4E-5;-0.134394712746143
7.5E-5;-1.13008113205433;7.5E-5;-5.34197087585926;7.5E-5;-0.147651868561904
7.6E-5;-1.12512245774269;7.6E-5;-5.37175604701042;7.6E-5;-0.165880457808574
7.7E-5;-1.12512245774269;7.7E-5;-5.4114696085453;7.7E-5;-0.165880457808574
7.8E-5;-1.12016378343105;7.8E-5;-5.4362905845046;7.8E-5;-0.187423336009185
7.9E-5;-1.11520510911942;7.9E-5;-5.47103995084763;7.9E-5;-0.189080480486155
8E-5;-1.10528776049614;8E-5;-5.49586092680693;8E-5;-0.199023347347975
